id	created_time	location	no_comments	no_likes	filter	link	caption	thumbnail	tags	user_name	user_id
1068713317420793107_372381566	7/09/2015 12:09	44.276121039, 9.397475464	1	22	Normal	https://instagram.com/p/7U1RmTmH0T/	Sono passato dalla stazione. Forse volevo partire. O sognare che arrivasse qualcuno.” — Stefano Benni. #firstpost #instadaily #aylan #igersoftheday #gramoftheday #instagramhub #bestoftheday #tbt #picoftheday #igdaily #statigram #instatalent #insta_global #ig_snapshots #gfotogram #igscout #instagramer #insta_crew #instapicture #instagold #instagroove #instahub #photoaday #golook #bestphoto #instapic #life #tagsta_ #ig_universal #instaweb	https://scontent.cdninstagram.com/hphotos-xpf1/l/t51.2885-15/s480x480/e35/11934752_518503818301729_43693050_n.jpg	gfotogram, life, tagsta_, instahub, instagroove, instapic, tbt, photoaday, instaweb, instagold, insta_global, instadaily, bestphoto, instagramhub, igersoftheday, igscout, instatalent, insta_crew, ig_universal, golook, ig_snapshots, bestoftheday, instapicture, statigram, igdaily, firstpost, instagramer, gramoftheday, picoftheday, aylan	elio.sun	372381566
1068712599273142887_369492621	7/09/2015 12:08		8	77	Amaro	https://instagram.com/p/7U1HJeqPpn/	I know I have been speaking out some unusual lot lately about the syrian refugees. Maybe it bothers some of you but I cannot think of another thing day and night. After the Holocaust and all that was inflicted on the Jews during WW2, the Hungarian president publicly announces that he doesn't want Europe to be filled with Muslims, therefore only accepting christian refugees. If it wasn't Muslims but Jews this would have been an international scandal of the most massive scale. Anti semitism in a different colour to me. I did not post the picture, but the 'cells' inwhich some of these refugees are held, look worse than the cages of chickens which eggs i refuse to buy at the supermarket because I am disgusted about the way these animals are forced to live. Children sleeping on the bare pavement without blankets for everyone, freezing in the wet and cold nights facing the recently installed metal fences. How heartless can a nation be? Hungary defends itself saying it is trying to keep up with EU regulations. Please note that regulations have been created to ensure a life worth living and values for all human beings to be treated equal which is why we are supposedly a union of first world countries. These people are fleeing from terrorism, explosive tanks dropping from the sky, civil war and Islamic extreemism. The last thing on their mind is to cause harm. Millions fleeing to the west should be a sign that these people see the mistakes of extreemism and want a different more peaceful existence. - Finally I want to say that ofcourse not all Hungarian citizens are heartless towards Muslims, many are showing beautilful gestures of kindness and I am sorry if i hurt anyone's feelings. Also, I do not mean to be ignorant about other countries, politics and so on. I just don't want to write about anything I have not researched well in advance. #prayforsyria #makeachange #awareness #aylan #syria  #refugeecrisis #refugee #thishastoend #syrians #syrianrevolution #refugeeswelcome #aylankurdi #keinmenschistillegal #jesuisaylan #hungary #budapest #europe #eu #crisis #humanrights #viktororban	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e15/11850160_1623993901190429_1791215840_n.jpg	europe, keinmenschistillegal, viktororban, thishastoend, refugeeswelcome, eu, hungary, humanrights, crisis, jesuisaylan, budapest, prayforsyria, aylankurdi, refugee, syrianrevolution, makeachange, awareness, syria, syrians, refugeecrisis, aylan	senanaibyassin	369492621
1068701125471611361_1431539841	7/09/2015 11:45		13	193	Ludwig	https://instagram.com/p/7UygLqy6nh/	The migrant crisis is not the problem. The real problem is that there are factors that are driving people away from their homes, their lives, in search of safety and a sense of wellbeing. Do not question the migrants, question those who drove them away. No one should have to run from their homes because conditions are no longer safe, no one should have to die in search for conditions that are. Look past borders, beyond nationalities, and see the people. After all, they're just people. #poetry #europe #syria #refugees #migrants #humanitywashedashore #aylan #aylankurdi #water #sea #land #human #humanity #people	https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/s640x640/sh0.08/e35/11377875_981225948597000_1751002878_n.jpg	europe, migrants, aylankurdi, human, people, poetry, water, humanitywashedashore, sea, syria, refugees, humanity, aylan, land	_navk	1431539841
1068699717676451184_950102704	7/09/2015 11:42		0	21	Normal	https://instagram.com/p/7UyLsjqkVw/	No child nor man or woman should have to go through what this little angel experienced.God forgive us for failing Aylan and thousands of other child victims of this crisis.#makeadifference #aylan	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/11950502_897854920264343_1420494215_n.jpg	makeadifference, aylan	bizomokay	950102704
1068698965016837095_186692557	7/09/2015 11:41		0	30	Reyes	https://instagram.com/p/7UyAvlp_vn/	We can afford to open our arms with compassion towards those suffering pain we can only imagine. Cmon Australia. #lightthedark #realaustralianssaywelcome #sydney #refugees #aylan	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/1389182_1026760524023219_1351371966_n.jpg	lightthedark, aylan, refugees, realaustralianssaywelcome, sydney	juliadray	186692557
1068695268088983655_53236387	7/09/2015 11:33	-34.918391228, 138.59822342	0	27	Moon	https://instagram.com/p/7UxK8jlbBn/	Light the night 🌏💕 #refugeesarewelcome #aylan #lightthenight #adelaide	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/s640x640/sh0.08/e35/11849405_622691401206183_201450523_n.jpg	lightthenight, refugeesarewelcome, aylan, adelaide	stephaniebettens	53236387
1068692258500275029_1636521945	7/09/2015 11:27		0	23	Ludwig	https://instagram.com/p/7UwfJqHmtV/	Derap langkah sang penggali kubur Angkat yang mati dengan kelingking Parade murka bocah petaka Tak akan lenyap kian menggema Nafas orang-orang disana Merobek telinga telanjangi kita (Iwan Fals) Sungguh naas hidupmu nak aylan... Kau terhempas untuk mendapatkan kebebasan nafasmu dari asap mesiu... Dunia hanya menggerutu atas kesialan nasib yang kau alami... Para politikus sedang sibuk berebut lahan tanah airmu... Kami pun seperti setan bisu, tatkala banyak lagi calon pengungsi suriah mendaftar untuk menjemputmu... #aylan #PrayForAylan #Syiria #SaveSyiria #ShameBasharAsad #Instagram #NationalGeographic	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e15/10859999_409866749207445_877146032_n.jpg	syiria, instagram, savesyiria, shamebasharasad, prayforaylan, aylan, nationalgeographic	hidayatullah.zakhi	1636521945
1068691190050462245_1697740773	7/09/2015 11:25		2	15	Normal	https://instagram.com/p/7UwPmljBol/	RIP. Aylan & Galip Kurdi We can do better & you are welcome ❤️	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/s640x640/sh0.08/e35/11349317_1483988681925440_387351464_n.jpg	lightthedark, aylan, adelaide	_jessforde	1697740773
1068689956624079842_9241733	7/09/2015 11:23		0	24	Lark	https://instagram.com/p/7Uv9p3mxvi/	10,000 Sydneysiders #lightthedark for #Aylan	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/11371078_426580827548425_885278451_n.jpg	lightthedark, aylan	shanilangi	9241733
1068689096187865628_233646817	7/09/2015 11:21		1	57	Normal	https://instagram.com/p/7UvxIhnGoc/	At God's hands... #The #little #Aylan Morning guys	https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s480x480/e35/10354340_985514708172749_66735290_n.jpg	the, little, aylan	xicote_do_colono2810	233646817
1068688202030097575_1427182536	7/09/2015 11:19	-33.873191135, 151.210817002	2	87	Aden	https://instagram.com/p/7UvkHxp6Sn/	Compassion is the only way forward. Proud of the 10,000+ souls standing up for what's right tonight in Sydney! ✨✨✨ #LightTheDark #WelcomeRefugees #ShareYourBliss #RealAustraliansSayWelcome	https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s640x640/sh0.08/e35/11856619_755433937901465_1763278663_n.jpg	belove, kindness, consciousness, refugees, welcometoaustralia, syria, realaustralianssaywelcome, refugeecrisis, shareyourbliss, rally, humanrights, karmayoga, syrian, welcomerefugees, dignity, peacefulprotest, aylankurdi, yogablog, giveback, changetheworld, spirituality, karma, sydney, lightthedark, amnesty, yoga, asylumseeker, humanity, aylan	omology_yoga	1427182536
1068681266310249811_1644935606	7/09/2015 11:05		7	33	Clarendon	https://instagram.com/p/7Ut_MYiX1T/	Pray for #aylan #pray #RIP	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e35/10848112_1485665861758024_2083753297_n.jpg	pray, rip, aylan	adelna26nadeline	1644935606
1068677948080222757_720471883	7/09/2015 10:59		3	34	Normal	https://instagram.com/p/7UtO6CnXIl/	Günler geçti ve ben hayatımda hiçbir olayın bu kadar tesirinde kalmadım. Hatırladıkça burnumun kemikleri sızlıyor, boğazıma bir bıtırak oturuyor. Aksiyon iki sayfasını ayırmış Aylan'a.. Ve vicdanları en az fotoğraf kadar parçalayan bir şiir yazmış @tokaym Kimse 3 yaşında olmaz ölmek için Ömründen çalmışım gibi çocuk Bir utancın ortasında susuyorum Bazı zamanlarda yaşamamalı belki Kalbimiz durmamışsa Ah! çok uzun bir kelime O yorgun deniz, yaralı su Acının geçtiği yerler Fotoğrafta yanık izleri Sana bir günahın içinden bakıyorum Aylan Bir siyahın içinden sana Yüzünü dönme korkuyorum! #handala #aylan #kıyıyavuraninsanlık	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/11374030_834663876651213_1903712854_n.jpg	handala, kıyıyavuraninsanlık, aylan	aaltunkopru	720471883
1068677641536790366_44023318	7/09/2015 10:58		4	49	Normal	https://instagram.com/p/7UtKcjM99e/	LINK IN BIO ----- 👇 READ 👇 1 - Refugee appeal, taking the aid to where it's needed. Life is too precious to watch our kids drown or die from hunger. We can not bring them here to ensure their wellbeing, the least we can do is help where possible. As the need has dramatically increased, we are pushing out refugee displacement programs and will need your help to make them happen. Recently we have been advised that with winter coming there will be a major problem with clothing, we have put together close to 100 000 items with a total value well over 2-300, 000 dollar mark. We need your help to get these products to the border of Syria and Lebanon. The items we have collected have been a combined effort in Australia and have gone through strict sorting rules. These items could save thousands upon thousands of people. Items include blankets, pillows, jumpers, clothes, socks, ladies underwear, nappies, ladies pads, toothbrushes and amenities. These can be viewed at any time by anyone wishing to donate. We have a huge amount of goods and these have been donated at no cost to the refugees. To ensure these products get to the correct people there is a need to personally oversee everything, we have been months talking with various sources in regards to accepting and dispatching the products but unfortunately the local governments charge large taxes. We have spoken to Red Cross and various other agencies who told us they don't have the resources to complete such tasks and will not take clothes and amenities. These items are incredible, people were really generous and donated incredible things. We don't want them getting into the wrong hands, so please help us. We have been also asked if possible to supply wheelchairs, mobility beds and crutches as there is increasing amount of injured refugees. Cost of container is $5200 estimated cost of taxes between $10-15000 depending on what happens on the ground and how local government label the items. Cost of mobility devices and medical aid will be well over the 10s of thousands of dollars	https://scontent.cdninstagram.com/hphotos-xpf1/l/t51.2885-15/s640x640/sh0.08/e35/11252386_939294846131745_782211028_n.jpg	gofundmedonations, love, clothesdrive, peace, refugeesarewelcome, gofundme, container, refugeecrisis, refugeeswelcome, syria, aylankurdi, gofundmecampaign, refugeeappeal, aylan, donate	14infallibles_	44023318
1068677010033297905_24497641	7/09/2015 10:57	-33.873191135, 151.210817002	2	279	Normal	https://instagram.com/p/7UtBQaqUnx/	Light the dark Sydney ❤️ protesting tonight to welcome more refugees in Sydney #lightthedark #hydepark #welcomerefugees #aylan	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11849835_863582507086107_678687242_n.jpg	hydepark, lightthedark, aylan, welcomerefugees	allexphillips	24497641
1068674690942402094_1176526182	7/09/2015 10:52		0	27	Normal	https://instagram.com/p/7UsfgmEn4u/	#LighttheDark #Melbourne #aylan #asylum #refugees #syria #syrianrefugees #realaustralianssaywelcome #peoplelikeus @getup_australia	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s640x640/sh0.08/e35/11821222_162850517385131_2022641058_n.jpg	syrianrefugees, realaustralianssaywelcome, melbourne, lightthedark, syria, peoplelikeus, asylum, refugees, aylan	hammychan	1176526182
1068666856880936736_712711988	7/09/2015 10:37		0	9	Normal	https://instagram.com/p/7Uqtgjnxcg/	#aylan	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11849381_1628222244114976_1554805046_n.jpg	aylan	bogeyhero	712711988
1068658728628684461_209170544	7/09/2015 10:21		1	26	Lo-fi	https://instagram.com/p/7Uo3OiCIat/	sleep tight aylan :') #aylan #kurdi #syria #humanity #solidarity #shame #war #middleeast #toddler	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e35/11939631_879086015513524_1162369977_n.jpg	kurdi, middleeast, war, shame, aylan, syria, toddler, humanity, solidarity	jiperz	209170544
1068654213112069292_500474414	7/09/2015 10:12		0	32	Normal	https://instagram.com/p/7Un1hIRPys7Mjd0p-iFQ5IABFwELA-UbDkoGc0/	#aylan you are so lucky rest in peace ♥	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e35/11934888_512907245534860_1392802119_n.jpg	aylan	mahmoudaly01	500474414
1068652704006216238_1338155837	7/09/2015 10:09		0	34	Normal	https://instagram.com/p/7UnfjqjRou/	#Repost @yesiltunaserap with @repostapp ・・・ #gökçefırat #türksolu #aylan #insanlıkkıyıyavurdu #KıyıyaVuranİnsanlık #suriyeliçocuklar #suriyelimülteciler #kadın #ana #anne #çocuk	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11850101_1494737520843386_1864334163_n.jpg	gökçefırat, ana, suriyeliçocuklar, insanlıkkıyıyavurdu, kıyıyavuraninsanlık, türksolu, çocuk, anne, suriyelimülteciler, kadın, aylan, repost	turulcelik	1338155837
1068652287648110200_390677852	7/09/2015 10:08	51.1978607, 6.7636199	1	91	Juno	https://instagram.com/p/7UnZf5rJZ4/	Confessions of a dissapinted mind... #humanity #syrian #crisis #charity #peace #sadness #germany #aid #keleti #hope #aosp2015 #instapolitic #andareoltresipuo #politic #refugeeswelcome #ue #jesuisaylan #noborders #refuge #aylan #europeanUnion #beautiful #insalove #people #siria	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e15/11849988_1634715630135615_1887373006_n.jpg	beautiful, europeanunion, insalove, aosp2015, siria, people, andareoltresipuo, germany, refugeeswelcome, syrian, crisis, refuge, charity, jesuisaylan, noborders, instapolitic, peace, politic, sadness, keleti, ue, aid, humanity, aylan, hope	laura.non.c.e	390677852
1068649596001187905_237075253	7/09/2015 10:03		2	36	Normal	https://instagram.com/p/7UmyVHA_hB/	This is little #Aylan who washed up on a beach several days ago. This angel was a Syrian refugee. Thank you #Germany for opening your arms for other refugees. #tonyabbott what are you going to do? Australia it is time to make a stand for people who need help and shelter. #syrianrefugees #syria #helpeachother	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11887293_115401112146970_1940320516_n.jpg	syrianrefugees, tonyabbott, germany, syria, helpeachother, aylan	lauraf22	237075253
1068645715930737483_1725124825	7/09/2015 9:55		3	29	Normal	https://instagram.com/p/7Ul53gy2tL/	سلام اسم من آیلان سه سالمه.وبرادرم گالیپ که پنج سالشه.من فقط دلم بازی میخواست من دلم بغل آروم مامانمو میخواست من دلم میخواست با گالیپ بریم تو کوچه تفنگ...نه تفنگ بازی نه چون با تفنگ نمیشه بازی کرد ... من دلم بازی میخواست .تاب بازی،سرسره بازی .ولی تو خونمون هیچ کدوم اینا نمیشد.چون خونمون پر از آدمهای بد بود که بچه ها رو دوست نداشتن.قرار بود بریم یه جای خوب .بابا و مامان میخواستن ما رو ببرن یه جا که آدم بدا نباشن تا با گالیپ یه عالمه بازی کنیم و بزرگ شیم .وقتی سوار قایق شدیم خیلی خوشحال بودم من و گالیپ و مامان و بابا همه باهم می رفتیم یه جای خوب اونم با قایق الانم خیلی همه چی خوبه ولی الان یکم ناراحتم چون بابا پیشمون نیست پدر نگران نباش ما همیشه با توایم ودعا میکنیم برات When we get on on the boat i was so happy because me and galip and my dear parents were going to a better place and now everything is so good but I'm sad because of dad .he couldn't come with us. My name is #aylan and it means look like a moon.my mother say that i am really shining . پ.ن:آیلان جان آخ که چقدر دلم میخواست از پس آن عکس لعنتی جسم خسته ات را در آغوش بگیرم . #humanitywashedashore #aylan #galip	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/e35/11348128_1650394438535870_282301272_n.jpg	humanitywashedashore, galip, aylan	baharehlovegod_jashnani	1725124825
1068642841452433779_1424230595	7/09/2015 9:49		0	34	Normal	https://instagram.com/p/7UlQCciVFz/	#Repost @yesiltunaserap with @repostapp ・・・ #gökçefırat #türksolu #aylan #insanlıkkıyıyavurdu #KıyıyaVuranİnsanlık #suriyeliçocuklar #suriyelimülteciler #kadın #ana #anne #çocuk	https://scontent.cdninstagram.com/hphotos-xat1/t51.2885-15/s640x640/sh0.08/e35/11355095_897888670304605_407983856_n.jpg	gökçefırat, ana, suriyeliçocuklar, insanlıkkıyıyavurdu, kıyıyavuraninsanlık, türksolu, çocuk, anne, suriyelimülteciler, kadın, aylan, repost	kayaataberk80	1424230595
1068642229662327922_39265072	7/09/2015 9:48		2	17	Normal	https://instagram.com/p/7UlHIrASRy/	"Just när man tror att dessa troll inte kan bli mer iq-befriade så bevisar de på motsatsen. #Aylan s familj flydde alltså inte pga förföljelse, IS, krig och terror. Det var för att pappan ville få tillgång till ""fri tandvård! #fuckSD #areyouserious #stupidpeople #trolls #gokillyourselves"	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e35/11918006_116265938727685_1911138007_n.jpg	stupidpeople, aylan, areyouserious, trolls, gokillyourselves, fucksd	marjan_m	39265072
1068641132962459255_7006610	7/09/2015 9:46		0	25	Normal	https://instagram.com/p/7Uk3LSmS53/	A picture shaken the world - Aylan Kurdi, 3 year old boy from Syria, lying drowned on a beach in Turkish. This is a humanitarian crisis, I don't want to talk about the war but the unconcerned from all the countries to give a shelter for these angels, the richest countries in Mid East & Europe (except Germany). Especially Europe, always criticism about the humanity and democracy of other countries but don't even give a shit on these refugees, shame on you all and keep your god damn mouth shut!!! R.I.P #aylan #refugees #syria #isis #war #europe #rip #angel	https://scontent.cdninstagram.com/hphotos-xat1/t51.2885-15/s480x480/e35/11261389_736104023161468_1714376202_n.jpg	europe, isis, angel, rip, syria, refugees, war, aylan	frezonsnow	7006610
1068640414781213589_1447012625	7/09/2015 9:44		1	41	Normal	https://instagram.com/p/7UksubqQuV/	#gökçefırat #türksolu #aylan #insanlıkkıyıyavurdu #KıyıyaVuranİnsanlık #suriyeliçocuklar #suriyelimülteciler #kadın #ana #anne #çocuk	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11809830_1487590611538628_947830964_n.jpg	gökçefırat, ana, suriyeliçocuklar, insanlıkkıyıyavurdu, kıyıyavuraninsanlık, türksolu, çocuk, anne, kadın, aylan, suriyelimülteciler	yesiltunaserap	1447012625
1068636853020203877_1498677629	7/09/2015 9:37		0	1	Normal	https://instagram.com/p/7Uj45SKRtl/	#Aylan kurdi	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/e35/11375265_117389118614928_1237947275_n.jpg	aylan	asj_ahmad	1498677629
1068636707301922192_249112852	7/09/2015 9:37		2	13	Juno	https://instagram.com/p/7Uj2xkrJWQ/	RIP LITTLE AYLAN #rip #aylan #pieceloveandharmony #piece #in #world	https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/s320x320/e35/11820445_1636791599937568_785760677_n.jpg	aylan, pieceloveandharmony, in, world, piece, rip	boennelykke1977	249112852
1068635417805385628_202653130	7/09/2015 9:34		4	111	Normal	https://instagram.com/p/7UjkAosO-c/	"While every children feel alive when they meet seashore but more than migrant crisis i prefer to say moral crisis of humans, 3years old Syrian toddler was lying dead in turkish seashore. shocking photo of aylan is surfing all over the internet. Full horror of the human tragedy unfolded by the photo of his dead body. I always liked to capture children smiles & have a series on it. when i first saw the picture i felt literally numbed and shocked and not only one aylan out there ,they are many in numbers. After see all this, I believe what Leonardo DiCaprio says in Blood Diamond is so true: ""Sometimes I wonder..."" ""Will God ever forgive us for what we've done to each other?"" ""Then I look around and I realize..."" ""God left this place a long time ago."" #insta #instagood #instadaily #instamood #instalike #instagram #mashable #huffpostgram #livefolk #coxbazar #beautifulbangladesh #bangladesh #seashore #aylan #migrantcrisis #syrian #refugee"	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11418999_1674011426156192_1880621587_n.jpg	instagram, instalike, migrantcrisis, coxbazar, huffpostgram, mashable, insta, natgeo, nyc, instadaily, instamood, syrian, children, reflection, bangladesh, refugee, livefolk, instagood, sydney, guardian, seashore, beautifulbangladesh, aylan	amirbangs	202653130
1068601749045808661_9013874	7/09/2015 8:27		7	78	Inkwell	https://instagram.com/p/7Ub6EKPI4V/	"Jag vaknar upp till en ny vecka bestående av allt det jag tycker om; få gå till skolan och få fortsätta min utbildning, få skratta med mina vänner, jag får hålla om min familj och säga att jag älskar dem, få gå till korpen och göra det jag tycker om allra mest, får äta precis den mat jag önskar, få gå till mitt härliga jobb och tjäna några extrapengar, få fortsätta drömma om resor, upplevelser och allt jag vill uppnå i livet, får hejja och prata med andra människor som har liknade förutsättningar och möjligheter att drömma stort som jag, jag får lägga mig tryggt i min egna säng varje natt och känna mig säker på att nästa dag kommer bli precis så som jag väljer att göra den till. Det är svårt att sätta sig in i att ca 60 miljoner människor på jorden inte får känna samma självklarheter som jag och att mångas drömmar om ett drägligt liv igen inte ens vågas drömmas. Även fast jag önskar, så kan jag inte fixa till det här med varken viljekraft eller pengar. Men jag kan göra någonting, och gör alla någonting, om så är skänker en tanke till dessa människor, så tror jag vi har tagit ett viktigt steg till att alla människor ska få vakna upp som jag, och säkert du med! Godmorgon måndag och världen 🌍 #jagvillhjäpatill #aylan #flykt"	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11849449_986527618035719_1730781462_n.jpg	jagvillhjäpatill, aylan, flykt	saraskoglund	9013874
1068599732992233224_31906298	7/09/2015 8:23		0	34	Normal	https://instagram.com/p/7UbcukFE8I/	"Allah memanggil mu lebih cepat karena Dia begitu menyayangi mu #Aylan, tak ada tempat yang lebih baik melainkan hanya disisi-Nya.. Tempat terbaik, di Jannah-Nya. #AylanKurdi tertembak bersama abang dan ibunya disaat hendak mengungsi ke Turki kerena terjadi konflik di negara nya. Konflik di #Syiria mengharuskan warganya untuk menggungsi ke negara2 Eropa, dan salah satunya adalah Jerman. Alhamdulillah warga Jerman menyambut dan menerima meraka dgn sangat baik, hal ini tertera dibeberapa surat kabar di Jerman dan postingan seorang teman di FB yg bermana Mohammed Matter, begini tulisannya: . ""Germans have restored my faith in humans. Today over 10.000 #Syirian refugees arrived in #Germany, Germans welcome them with love, flowers, and warm greetings. Thousands of Germans ran toward the Munich central train station with food, first aid, clothes and so on. Germany is making history and teaching us a lesson in humanity. Thank you Germans, thank you for being humans and thank you for restoring our faith in humanity after we have been filled with darkness and hate"" #RefugeesWelcome . #art #draw #drawing #sketch #illustration #cartoon"	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/11910443_1490732744574158_570601309_n.jpg	draw, aylankurdi, syirian, sketch, illustration, cartoon, syiria, germany, refugeeswelcome, art, drawing, aylan	ika10_	31906298
1068598349721133453_1264783223	7/09/2015 8:21		2	20	Normal	https://instagram.com/p/7UbImSsmGN/	時事p rose: by CerridwenDoll #peace #aylan	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/11821872_1654674058079708_1455174956_n.jpg	peace, aylan	qhappyrickyp	1264783223
1068585152043298902_482764875	7/09/2015 7:54		1	18	Normal	https://instagram.com/p/7UYIi_zDBW/	"#Repost @ramazzotti_eros with @repostapp ""Adiós Aylan y Galip, que su trágica historia no pase desapercibida, o sólo explotada y luego olvidada. Vives en nuestros corazones"". ・・・ Ciao Aylan e Galip, che la vostra brutta storia non passi inosservata,ma soltanto strumentalizzata e poi dimenticata. Vivete in noi❤️ #aylanegalip #aylan #sirio #paz"	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/s640x640/sh0.08/e35/11910206_730416080435873_576931743_n.jpg	paz, sirio, aylanegalip, aylan, repost	mogranartis	482764875
1068577669874812146_45759960	7/09/2015 7:40		7	36	Normal	https://instagram.com/p/7UWbqrzYTy/	#migrants #aylan #Syria #Afghanistan #Eritrea #europe #migrantcrisis #migrantchildren	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11931029_882996341782297_407246634_n.jpg	europe, eritrea, migrants, afghanistan, migrantcrisis, migrantchildren, syria, aylan	taylaandre	45759960
1068573865570923763_2172451980	7/09/2015 7:32		8	152	Juno	https://instagram.com/p/7UVkTpnvTz/	آنکه از خانه تو را راند و به دریا افکند خانه اش ویران باد... #آیلان #آیلان_کوردی #کودک #کودک_سوری #مرگ_بر_آمریکا #مرگ_بر_اسرائیل #مرگ_بر_آل_سعود #aylan #aylankurdi #aylankurdi💔 #war #warning	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s480x480/e35/11327369_860345094061156_1668614554_n.jpg	aylankurdi, war, مرگ_بر_آمریکا, آیلان_کوردی, کودک, warning, aylan, آیلان, مرگ_بر_آل_سعود, کودک_سوری, مرگ_بر_اسرائیل, aylankurdi💔	imehdiheydari	2172451980
1068573213784287587_145256801	7/09/2015 7:31		1	17	Normal	https://instagram.com/p/7UVa0oHClj/	I felt sad while I'm sketching this. 😞 What breaks my heart the most is to see the children suffering. 😔 Lord protect your children and have mercy on those people behind an unimaginable tragedies. #PrayForSyria #Aylan #syria #Hope #Pray #Believe	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/11910383_164473930554663_1516178697_n.jpg	prayforsyria, hope, pray, syria, believe, aylan	iskerimbimo	145256801
1068565876757386661_1028732	7/09/2015 7:16		0	92	Normal	https://instagram.com/p/7UTwDfOlWl/	"This last little while has been insane. #aylan and the #refugeecrisis... #missuniverse raising her voice about missing #indigenous women... The whirlwind that is #elxn42...#BapuSuratSingh's hunger strike for the release of #Sikh political prisoners. A whole lot to reflect on (not to mention, act on), on the 20th #anniversary of #Shaheed Bhai Jaswant Singh Jee #Khalra's #disappearance. The #Punjab Police and #GOI may have taken Bhai Sahib's life, but they cannot and will not take away his work exposing the horrifying state sponsored murder of countless innocent people, or the incredibly important lesson that he left us with: #WeAreTheLight ""There's an old tale about when the sun was first settling. As her distance narrowed to the horizon, the light on earth was diminishing. This made way for darkness to creep over the land. The people were afraid that when the sun would finally set, darkness would be permanent. No one would see anything, what will happen to us, they said. People were fearful with the sun completely set, darkness to show his strength and put his foot over the earth. Far, far, far in the land somewhere in a small hut a little lantern lifted its wick; it said 'I challenge the darkness.' If not everything, but my small corner I will not let the darkness settle itself around me. With this wick's example many other little lanterns in other small huts lifted their wicks to the darkness and people were shocked that so many little lanterns illuminated the mask of darkness from taking over the earth so that they could now see. Now I believe that today when darkness, with all its strength thrusts itself over the truth, if not anything else I will say Ankhila Punjab is the light that will challenge it and I pray to the Guru who identifies with Truth to keep this light lit."" - Shaheed Bhai Jaswant Singh Jee Khalra 🙏"	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11950678_879078698866364_448145154_n.jpg	bapusuratsingh, khalra, wearethelight, disappearance, punjab, shaheed, anniversary, indigenous, missuniverse, sikh, goi, refugeecrisis, elxn42, aylan	paneetsingh	1028732
1068560674420298650_650489483	7/09/2015 7:06		2	11	Normal	https://instagram.com/p/7USkWbxhOa/	Mehmet Ciplak, polisi Turki yang mengevakuasi #Aylan dari tepi pantai mengaku hatinya hancur karena teringat akan sesuatu saat menyadari tubuh anak 3 tahun tersebut sudah tak bernyawa lagi. Baca kisah selengkapnya di Kurio hari ini. #KurioInstaNews	https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s480x480/e35/11910454_909654939071724_341150368_n.jpg	kurioinstanews, newsapp, app, indonesia, berita, news, beritaindonesia, aylan	kurioid	650489483
